match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
Schmidt et al._2013_182,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_695,Schmidt et al._2013_696,2,4
Schmidt et al._2013_183,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_697,Schmidt et al._2013_698,1,4
Schmidt et al._2013_184,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_699,Schmidt et al._2013_700,1,4
Schmidt et al._2013_185,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_701,Schmidt et al._2013_702,2,4
Schmidt et al._2013_186,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_703,Schmidt et al._2013_704,2,4
Schmidt et al._2013_187,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_705,Schmidt et al._2013_706,2,4
Schmidt et al._2013_188,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_707,Schmidt et al._2013_708,2,4
Schmidt et al._2013_189,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_709,Schmidt et al._2013_710,1,3
Schmidt et al._2013_190,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_711,Schmidt et al._2013_712,2,3
Schmidt et al._2013_191,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_713,Schmidt et al._2013_714,2,4
Schmidt et al._2013_192,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_715,Schmidt et al._2013_716,2,4
Schmidt et al._2013_193,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_717,Schmidt et al._2013_718,2,4
Schmidt et al._2013_194,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_719,Schmidt et al._2013_720,2,4
Schmidt et al._2013_195,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_721,Schmidt et al._2013_722,1,3
Schmidt et al._2013_196,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_723,Schmidt et al._2013_724,1,4
Schmidt et al._2013_197,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_725,Schmidt et al._2013_726,2,4
Schmidt et al._2013_198,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_727,Schmidt et al._2013_728,2,4
Schmidt et al._2013_199,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_729,Schmidt et al._2013_730,2,3
Schmidt et al._2013_200,Schmidt et al._2013,One Shot Protocol, reverse, CO2-R,reverse order,1,Schmidt et al._2013_731,Schmidt et al._2013_732,2,3
Schmidt et al._2013_201,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_653,Schmidt et al._2013_654,2,3
Schmidt et al._2013_202,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_655,Schmidt et al._2013_656,1,4
Schmidt et al._2013_203,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_657,Schmidt et al._2013_658,1,4
Schmidt et al._2013_204,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_659,Schmidt et al._2013_660,1,4
Schmidt et al._2013_205,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_661,Schmidt et al._2013_662,2,3
Schmidt et al._2013_206,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_663,Schmidt et al._2013_664,1,4
Schmidt et al._2013_207,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_665,Schmidt et al._2013_666,1,3
Schmidt et al._2013_208,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_667,Schmidt et al._2013_668,1,4
Schmidt et al._2013_209,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_669,Schmidt et al._2013_670,1,4
Schmidt et al._2013_210,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_671,Schmidt et al._2013_672,1,4
Schmidt et al._2013_211,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_673,Schmidt et al._2013_674,2,3
Schmidt et al._2013_212,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_675,Schmidt et al._2013_676,1,3
Schmidt et al._2013_213,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_677,Schmidt et al._2013_678,2,3
Schmidt et al._2013_214,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_679,Schmidt et al._2013_680,2,3
Schmidt et al._2013_215,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_681,Schmidt et al._2013_682,2,3
Schmidt et al._2013_216,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_683,Schmidt et al._2013_684,1,4
Schmidt et al._2013_217,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_685,Schmidt et al._2013_686,2,3
Schmidt et al._2013_218,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_687,Schmidt et al._2013_688,2,3
Schmidt et al._2013_219,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_689,Schmidt et al._2013_690,2,3
Schmidt et al._2013_220,Schmidt et al._2013,One Shot Protocol, reverse, CO3-R,reverse order,1,Schmidt et al._2013_691,Schmidt et al._2013_692,1,4
Schmidt et al._2013_221,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_613,Schmidt et al._2013_614,2,4
Schmidt et al._2013_222,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_615,Schmidt et al._2013_616,2,3
Schmidt et al._2013_223,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_617,Schmidt et al._2013_618,1,4
Schmidt et al._2013_224,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_619,Schmidt et al._2013_620,1,4
Schmidt et al._2013_225,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_621,Schmidt et al._2013_622,2,4
Schmidt et al._2013_226,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_623,Schmidt et al._2013_624,2,3
Schmidt et al._2013_227,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_625,Schmidt et al._2013_626,2,4
Schmidt et al._2013_228,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_627,Schmidt et al._2013_628,2,3
Schmidt et al._2013_229,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_629,Schmidt et al._2013_630,1,4
Schmidt et al._2013_230,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_631,Schmidt et al._2013_632,1,4
Schmidt et al._2013_231,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_633,Schmidt et al._2013_634,2,4
Schmidt et al._2013_232,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_635,Schmidt et al._2013_636,1,4
Schmidt et al._2013_233,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_637,Schmidt et al._2013_638,2,3
Schmidt et al._2013_234,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_639,Schmidt et al._2013_640,2,3
Schmidt et al._2013_235,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_641,Schmidt et al._2013_642,2,4
Schmidt et al._2013_236,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_643,Schmidt et al._2013_644,1,4
Schmidt et al._2013_237,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_645,Schmidt et al._2013_646,2,3
Schmidt et al._2013_238,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_647,Schmidt et al._2013_648,2,3
Schmidt et al._2013_239,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_649,Schmidt et al._2013_650,2,4
Schmidt et al._2013_240,Schmidt et al._2013,One Shot Protocol, reverse, CO4-R,reverse order,1,Schmidt et al._2013_651,Schmidt et al._2013_652,1,4
Schmidt et al._2013_241,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_573,Schmidt et al._2013_574,2,4
Schmidt et al._2013_242,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_575,Schmidt et al._2013_576,2,3
Schmidt et al._2013_243,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_577,Schmidt et al._2013_578,1,4
Schmidt et al._2013_244,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_579,Schmidt et al._2013_580,2,4
Schmidt et al._2013_245,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_581,Schmidt et al._2013_582,1,4
Schmidt et al._2013_246,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_583,Schmidt et al._2013_584,1,4
Schmidt et al._2013_247,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_585,Schmidt et al._2013_586,2,3
Schmidt et al._2013_248,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_587,Schmidt et al._2013_588,2,4
Schmidt et al._2013_249,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_589,Schmidt et al._2013_590,1,4
Schmidt et al._2013_250,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_591,Schmidt et al._2013_592,2,4
Schmidt et al._2013_251,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_593,Schmidt et al._2013_594,2,4
Schmidt et al._2013_252,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_595,Schmidt et al._2013_596,2,3
Schmidt et al._2013_253,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_597,Schmidt et al._2013_598,2,4
Schmidt et al._2013_254,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_599,Schmidt et al._2013_600,2,4
Schmidt et al._2013_255,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_601,Schmidt et al._2013_602,1,4
Schmidt et al._2013_256,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_603,Schmidt et al._2013_604,2,3
Schmidt et al._2013_257,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_605,Schmidt et al._2013_606,2,4
Schmidt et al._2013_258,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_607,Schmidt et al._2013_608,2,3
Schmidt et al._2013_259,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_609,Schmidt et al._2013_610,2,3
Schmidt et al._2013_260,Schmidt et al._2013,One Shot Protocol, reverse, PD1-R,reverse order,1,Schmidt et al._2013_611,Schmidt et al._2013_612,1,4
Schmidt et al._2013_261,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_533,Schmidt et al._2013_534,2,3
Schmidt et al._2013_262,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_535,Schmidt et al._2013_536,2,4
Schmidt et al._2013_263,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_537,Schmidt et al._2013_538,1,4
Schmidt et al._2013_264,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_539,Schmidt et al._2013_540,2,4
Schmidt et al._2013_265,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_541,Schmidt et al._2013_542,1,4
Schmidt et al._2013_266,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_543,Schmidt et al._2013_544,2,4
Schmidt et al._2013_267,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_545,Schmidt et al._2013_546,1,4
Schmidt et al._2013_268,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_547,Schmidt et al._2013_548,2,4
Schmidt et al._2013_269,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_549,Schmidt et al._2013_550,1,3
Schmidt et al._2013_270,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_551,Schmidt et al._2013_552,2,4
Schmidt et al._2013_271,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_553,Schmidt et al._2013_554,1,3
Schmidt et al._2013_272,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_555,Schmidt et al._2013_556,2,4
Schmidt et al._2013_273,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_557,Schmidt et al._2013_558,1,4
Schmidt et al._2013_274,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_559,Schmidt et al._2013_560,2,4
Schmidt et al._2013_275,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_561,Schmidt et al._2013_562,2,3
Schmidt et al._2013_276,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_563,Schmidt et al._2013_564,2,4
Schmidt et al._2013_277,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_565,Schmidt et al._2013_566,2,3
Schmidt et al._2013_278,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_567,Schmidt et al._2013_568,2,4
Schmidt et al._2013_279,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_569,Schmidt et al._2013_570,2,3
Schmidt et al._2013_280,Schmidt et al._2013,One Shot Protocol, reverse, PD2-R,reverse order,1,Schmidt et al._2013_571,Schmidt et al._2013_572,2,4
Schmidt et al._2013_281,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_493,Schmidt et al._2013_494,2,4
Schmidt et al._2013_282,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_495,Schmidt et al._2013_496,2,3
Schmidt et al._2013_283,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_497,Schmidt et al._2013_498,2,4
Schmidt et al._2013_284,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_499,Schmidt et al._2013_500,2,4
Schmidt et al._2013_285,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_501,Schmidt et al._2013_502,1,4
Schmidt et al._2013_286,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_503,Schmidt et al._2013_504,2,4
Schmidt et al._2013_287,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_505,Schmidt et al._2013_506,1,4
Schmidt et al._2013_288,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_507,Schmidt et al._2013_508,2,3
Schmidt et al._2013_289,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_509,Schmidt et al._2013_510,1,3
Schmidt et al._2013_290,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_511,Schmidt et al._2013_512,2,4
Schmidt et al._2013_291,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_513,Schmidt et al._2013_514,2,4
Schmidt et al._2013_292,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_515,Schmidt et al._2013_516,2,4
Schmidt et al._2013_293,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_517,Schmidt et al._2013_518,1,4
Schmidt et al._2013_294,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_519,Schmidt et al._2013_520,2,4
Schmidt et al._2013_295,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_521,Schmidt et al._2013_522,2,4
Schmidt et al._2013_296,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_523,Schmidt et al._2013_524,2,3
Schmidt et al._2013_297,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_525,Schmidt et al._2013_526,2,4
Schmidt et al._2013_298,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_527,Schmidt et al._2013_528,2,3
Schmidt et al._2013_299,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_529,Schmidt et al._2013_530,1,4
Schmidt et al._2013_300,Schmidt et al._2013,One Shot Protocol, reverse, PD3-R,reverse order,1,Schmidt et al._2013_531,Schmidt et al._2013_532,1,3
Schmidt et al._2013_301,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_453,Schmidt et al._2013_454,2,4
Schmidt et al._2013_302,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_455,Schmidt et al._2013_456,2,4
Schmidt et al._2013_303,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_457,Schmidt et al._2013_458,1,4
Schmidt et al._2013_304,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_459,Schmidt et al._2013_460,2,4
Schmidt et al._2013_305,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_461,Schmidt et al._2013_462,1,3
Schmidt et al._2013_306,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_463,Schmidt et al._2013_464,2,4
Schmidt et al._2013_307,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_465,Schmidt et al._2013_466,2,4
Schmidt et al._2013_308,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_467,Schmidt et al._2013_468,2,4
Schmidt et al._2013_309,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_469,Schmidt et al._2013_470,1,4
Schmidt et al._2013_310,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_471,Schmidt et al._2013_472,2,3
Schmidt et al._2013_311,Schmidt et al._2013,One Shot Protocol, reverse, PD4-R,reverse order,1,Schmidt et al._2013_473,Schmidt et al._2013_474,2,4
