match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
schmidt et al._2013_2144,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,1,4
schmidt et al._2013_2145,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,2,3
schmidt et al._2013_2146,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,1,4
schmidt et al._2013_2147,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,2,3
schmidt et al._2013_2148,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,2,3
schmidt et al._2013_2149,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,1,4
schmidt et al._2013_2150,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,2,3
schmidt et al._2013_2151,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,2,4
schmidt et al._2013_2152,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,2,4
schmidt et al._2013_2153,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,2,3
schmidt et al._2013_2154,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,1,4
schmidt et al._2013_2155,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,1,4
schmidt et al._2013_2156,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,2,3
schmidt et al._2013_2157,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,2,3
schmidt et al._2013_2158,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,1,4
schmidt et al._2013_2159,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,2,4
schmidt et al._2013_2160,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ2-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,2,4
schmidt et al._2013_2161,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,2,4
schmidt et al._2013_2162,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,2,3
schmidt et al._2013_2163,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,1,3
schmidt et al._2013_2164,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,2,4
schmidt et al._2013_2165,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,1,4
schmidt et al._2013_2166,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,2,3
schmidt et al._2013_2167,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,2,4
schmidt et al._2013_2168,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,1,3
schmidt et al._2013_2169,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,1,4
schmidt et al._2013_2170,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,2,4
schmidt et al._2013_2171,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,1,3
schmidt et al._2013_2172,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,1,3
schmidt et al._2013_2173,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,2,3
schmidt et al._2013_2174,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,1,3
schmidt et al._2013_2175,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,2,4
schmidt et al._2013_2176,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,2,4
schmidt et al._2013_2177,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,1,3
schmidt et al._2013_2178,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,1,4
schmidt et al._2013_2179,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,1,3
schmidt et al._2013_2180,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,1,3
schmidt et al._2013_2181,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,1,4
schmidt et al._2013_2182,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,1,4
schmidt et al._2013_2183,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,1,3
schmidt et al._2013_2184,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,2,4
schmidt et al._2013_2185,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,2,4
schmidt et al._2013_2186,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,2,4
schmidt et al._2013_2187,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,2,4
schmidt et al._2013_2188,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,1,3
schmidt et al._2013_2189,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,2,3
schmidt et al._2013_2190,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,2,3
schmidt et al._2013_2191,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,2,3
schmidt et al._2013_2192,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,1,4
schmidt et al._2013_2193,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,1,4
schmidt et al._2013_2194,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,2,4
schmidt et al._2013_2195,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,1,4
schmidt et al._2013_2196,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,2,3
schmidt et al._2013_2197,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,2,4
schmidt et al._2013_2198,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,2,3
schmidt et al._2013_2199,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,2,3
schmidt et al._2013_2200,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ3-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,1,4
schmidt et al._2013_2201,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,1,3
schmidt et al._2013_2202,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,1,3
schmidt et al._2013_2203,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,2,3
schmidt et al._2013_2204,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,2,3
schmidt et al._2013_2205,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,2,4
schmidt et al._2013_2206,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,2,4
schmidt et al._2013_2207,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,1,4
schmidt et al._2013_2208,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,1,4
schmidt et al._2013_2209,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,1,3
schmidt et al._2013_2210,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-1.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,1,3
schmidt et al._2013_2211,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,1,3
schmidt et al._2013_2212,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,2,3
schmidt et al._2013_2213,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,2,4
schmidt et al._2013_2214,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,1,3
schmidt et al._2013_2215,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,2,3
schmidt et al._2013_2216,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,1,4
schmidt et al._2013_2217,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,1,3
schmidt et al._2013_2218,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,2,4
schmidt et al._2013_2219,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,1,4
schmidt et al._2013_2220,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-2.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,1,3
schmidt et al._2013_2221,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,2,3
schmidt et al._2013_2222,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,2,4
schmidt et al._2013_2223,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,1,4
schmidt et al._2013_2224,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,2,4
schmidt et al._2013_2225,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,1,3
schmidt et al._2013_2226,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,1,3
schmidt et al._2013_2227,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,2,4
schmidt et al._2013_2228,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,2,3
schmidt et al._2013_2229,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,2,4
schmidt et al._2013_2230,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,1,4
schmidt et al._2013_2231,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_111,schmidt et al._2013_112,1,4
schmidt et al._2013_2232,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_113,1,3
schmidt et al._2013_2233,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_114,1,3
schmidt et al._2013_2234,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_115,1,3
schmidt et al._2013_2235,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_116,1,3
schmidt et al._2013_2236,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_117,1,3
schmidt et al._2013_2237,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_118,1,3
schmidt et al._2013_2238,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_119,1,3
schmidt et al._2013_2239,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_120,1,3
schmidt et al._2013_2240,schmidt et al._2013,Random Match Protocol, Phase II, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_112,schmidt et al._2013_121,2,3
schmidt et al._2013_2241,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,2,3
schmidt et al._2013_2242,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,2,3
schmidt et al._2013_2243,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,1,4
schmidt et al._2013_2244,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,1,3
schmidt et al._2013_2245,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,1,3
schmidt et al._2013_2246,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_62,1,3
schmidt et al._2013_2247,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_63,1,3
schmidt et al._2013_2248,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_64,2,3
schmidt et al._2013_2249,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_65,1,4
schmidt et al._2013_2250,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_66,1,4
schmidt et al._2013_2251,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,1,4
schmidt et al._2013_2252,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,1,3
schmidt et al._2013_2253,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,1,3
schmidt et al._2013_2254,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,1,4
schmidt et al._2013_2255,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,2,3
schmidt et al._2013_2256,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_62,1,4
schmidt et al._2013_2257,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_63,2,3
schmidt et al._2013_2258,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_64,1,3
schmidt et al._2013_2259,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_65,1,3
schmidt et al._2013_2260,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_66,2,3
schmidt et al._2013_2261,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,2,3
schmidt et al._2013_2262,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,1,3
schmidt et al._2013_2263,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,2,3
schmidt et al._2013_2264,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,2,4
schmidt et al._2013_2265,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,2,3
schmidt et al._2013_2266,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_62,1,4
schmidt et al._2013_2267,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_63,2,4
schmidt et al._2013_2268,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_64,1,4
schmidt et al._2013_2269,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_65,1,3
schmidt et al._2013_2270,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_66,1,4
schmidt et al._2013_2271,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,2,4
schmidt et al._2013_2272,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,1,3
schmidt et al._2013_2273,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,1,3
schmidt et al._2013_2274,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,1,4
schmidt et al._2013_2275,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,2,4
schmidt et al._2013_2276,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_62,2,4
schmidt et al._2013_2277,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_63,2,3
schmidt et al._2013_2278,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_64,1,3
schmidt et al._2013_2279,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_65,1,3
schmidt et al._2013_2280,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ1-4.edf,1,schmidt et al._2013_57,schmidt et al._2013_66,2,4
schmidt et al._2013_2281,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,1,4
schmidt et al._2013_2282,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,2,3
schmidt et al._2013_2283,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,1,3
schmidt et al._2013_2284,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,1,3
schmidt et al._2013_2285,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,2,3
schmidt et al._2013_2286,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_62,1,4
schmidt et al._2013_2287,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_63,1,3
schmidt et al._2013_2288,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_64,1,3
schmidt et al._2013_2289,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_65,1,4
schmidt et al._2013_2290,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-1.edf,1,schmidt et al._2013_57,schmidt et al._2013_66,2,3
schmidt et al._2013_2291,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,2,3
schmidt et al._2013_2292,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,2,3
schmidt et al._2013_2293,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,2,4
schmidt et al._2013_2294,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,2,4
schmidt et al._2013_2295,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,2,3
schmidt et al._2013_2296,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_62,1,4
schmidt et al._2013_2297,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_63,2,4
schmidt et al._2013_2298,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_64,2,4
schmidt et al._2013_2299,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_65,1,4
schmidt et al._2013_2300,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-2.edf,1,schmidt et al._2013_57,schmidt et al._2013_66,1,4
schmidt et al._2013_2301,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-3.edf,1,schmidt et al._2013_56,schmidt et al._2013_57,2,4
schmidt et al._2013_2302,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_58,2,4
schmidt et al._2013_2303,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_59,1,3
schmidt et al._2013_2304,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_60,2,4
schmidt et al._2013_2305,schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ2-3.edf,1,schmidt et al._2013_57,schmidt et al._2013_61,2,4
